job_id,user_id,user_expected_salary,job_title,salary_min,salary_max,city,state
114194,1451597,1800,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Commis""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",1500,2500,"Bandar Seri Alam, Masai (Seri Alam Branch)",Johor
114194,1451597,1800,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Commis""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",1500,2500,"Taman Kulai Permai, Kulai (Kulai Branch)",Johor
114194,1451597,1800,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Commis""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",1500,2500,"Taman Perling, Johor Bahru (Perling Branch)",Johor
114194,1451597,1800,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Commis""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",1500,2500,"Taman Nusantara, Johor Bahru, (Gelang Patah Branch)",Johor
114195,3646069,1000,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Store Assistant""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",1500,1800,Jalan Yap Kwan Seng,Kuala Lumpur
114203,4037676,3000,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Personal Driver""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""Pemandu Peribadi""}]",1500,2500,Kuala Lumpur,Kuala Lumpur
114215,3814850,5000,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Team Leader ""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",3500,5000,Bangsar,Kuala Lumpur
114241,1126107,3000,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Tea Barista""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",1800,3000,Kepong,Kuala Lumpur
114241,1126107,3000,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Tea Barista""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",1800,3000,Klang,Selangor
114241,1126107,3000,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Tea Barista""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",1800,3000,Kota Damansara,Selangor
114369,3293625,6000,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Project Executive""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",3000,6000,Bukit Jalil,Kuala Lumpur
114444,3537560,3000,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Recruiter""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",2700,3000,KL Sentral,Kuala Lumpur
114512,2550112,1700,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":"" Application Maintenance Developer""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",4000,5000,Subang,Selangor
114544,2401482,1000,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Store Replenishment Coordinator (Aman Central Kedah)""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",1200,1500,Alor Setar,Kedah
114545,4041269,1200,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Store Assistant""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",1200,1500,Alor Setar,Kedah
114548,4025687,1200,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Store Assistant""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",1200,1500,Bukit Mertajam,Pulau Pinang
114548,3349188,1200,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Store Assistant""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",1200,1500,Bukit Mertajam,Pulau Pinang
114650,4025351,2500,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""专案助理""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Project Assistant""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",2500,3500,Jalan Kerinchi,Kuala Lumpur
114670,3815785,2500,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""网络客服""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Customer Service Executive""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",3500,5500,Cheras,Kuala Lumpur
114990,1998235,1800,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Sales Executive""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",1500,2000,Petaling Jaya,Selangor
115002,1704488,1000,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Pizza Delivery Rider (Up to RM8/ Hour) - Sg Buloh""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",1500,2000,Sungai Buloh,Selangor
115008,4041655,1800,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Telesales Executive""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",1200,1600,Setapak,Kuala Lumpur
115070,4025097,1900,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Account Assistant""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",1900,2000,Shah Alam,Selangor
115137,230636,3000,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Digital Marketing Specialist""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",2800,5000,Puchong,Selangor
115149,3824260,3000,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Customer Service Officer""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",2000,3000,Bangsar,Kuala Lumpur
115200,3986130,1600,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Secretarial Executive cum Assistant ""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",2000,5000,Jalan Dang Wangi,Kuala Lumpur
115288,3528310,1500,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Sales cum Marketing Executive""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",1500,3000,Langgar,Kedah
115379,4041533,1500,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Product Management""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""Pengurusan Produk""}]",700,1000,Kota Bharu,Kelantan
115459,1361412,2500,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Customer Service Executive""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",2000,3000,Subang Jaya,Selangor
115465,4041721,1500,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Electronic Production Operator""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""Operator Pengeluaran Kilang Elektronik (e01)""}]",1900,2900,Johor Bahru,Johor
115465,4041721,1500,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Electronic Production Operator""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""Operator Pengeluaran Kilang Elektronik (e01)""}]",1900,2900,Shah Alam,Selangor
115465,4041721,1500,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Electronic Production Operator""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""Operator Pengeluaran Kilang Elektronik (e01)""}]",1900,2900,Nilai,Negeri Sembilan
115465,4041721,1500,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Electronic Production Operator""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""Operator Pengeluaran Kilang Elektronik (e01)""}]",1900,2900,KL City,Kuala Lumpur
115465,4041721,1500,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Electronic Production Operator""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""Operator Pengeluaran Kilang Elektronik (e01)""}]",1900,2900,Alor Setar,Kedah
115465,4041721,1500,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Electronic Production Operator""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""Operator Pengeluaran Kilang Elektronik (e01)""}]",1900,2900,Kota Bharu,Kelantan
115465,4041721,1500,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Electronic Production Operator""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""Operator Pengeluaran Kilang Elektronik (e01)""}]",1900,2900,Melaka City,Melaka
115465,4041721,1500,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Electronic Production Operator""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""Operator Pengeluaran Kilang Elektronik (e01)""}]",1900,2900,Kuantan,Pahang
115465,4041721,1500,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Electronic Production Operator""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""Operator Pengeluaran Kilang Elektronik (e01)""}]",1900,2900,Ipoh,Perak
115465,4041721,1500,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Electronic Production Operator""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""Operator Pengeluaran Kilang Elektronik (e01)""}]",1900,2900,Kangar,Perlis
115465,4041721,1500,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Electronic Production Operator""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""Operator Pengeluaran Kilang Elektronik (e01)""}]",1900,2900,Georgetown,Pulau Pinang
115465,4041721,1500,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Electronic Production Operator""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""Operator Pengeluaran Kilang Elektronik (e01)""}]",1900,2900,Kota Kinabalu,Sabah
115465,4041721,1500,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Electronic Production Operator""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""Operator Pengeluaran Kilang Elektronik (e01)""}]",1900,2900,Kuching,Sarawak
115465,4041721,1500,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Electronic Production Operator""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""Operator Pengeluaran Kilang Elektronik (e01)""}]",1900,2900,Kuala Terengganu,Terengganu
115522,2967314,5000,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""电话营销顾问 ""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Telesales  Executive""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",1800,3000,Cheras,Kuala Lumpur
115547,3526048,2500,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Concierge""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",2500,3000,Petaling Jaya,Selangor
115561,3874708,1200,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Dental Clinic Assistant""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",1200,1500,Cheras,Kuala Lumpur
115561,3874708,1200,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Dental Clinic Assistant""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",1200,1500,Cheras,Selangor
115561,2065657,1800,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Dental Clinic Assistant""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",1200,1500,Cheras,Kuala Lumpur
115561,2065657,1800,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Dental Clinic Assistant""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",1200,1500,Cheras,Selangor
115561,2034265,1200,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Dental Clinic Assistant""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",1200,1500,Cheras,Kuala Lumpur
115561,2034265,1200,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Dental Clinic Assistant""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",1200,1500,Cheras,Selangor
115565,3767630,3600,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Graphic Designer""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",2800,3200,Petaling Jaya,Selangor
115567,4041160,1000,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Restaurant Crew ""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""Kru Restoran""}]",1350,1500,Cyberjaya,Selangor
115570,4041596,500,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Internship for Admin Management ""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",0,0,Perai,Pulau Pinang
115659,173265,1800,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Kindergarten Teacher""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""Guru Taska Dan Tadika""}]",1200,1800,Presint 9,Putrajaya
115659,173265,1800,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Kindergarten Teacher""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""Guru Taska Dan Tadika""}]",1200,1800,Presint 18,Putrajaya
115680,1911289,4300,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Social Media cum Content Creator""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",1800,2000,Taman Melawati,Kuala Lumpur
115708,4030434,2500,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Customer Service Executive""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",3000,4500,Klang,Selangor
115711,1361412,2500,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Customer Service Specialist""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",3000,4500,Klang,Selangor
115732,4041694,600,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Internship For College Student""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",300,1000,Seri Kembangan,Selangor
115764,4041591,700,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Internship For Social Media Specialist""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",500,700,Jalan Pinang,Kuala Lumpur
115861,2798440,2000,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Adminstrative Clerk""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",1200,1500,Petaling Jaya,Selangor
115910,1249255,3000,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Account Executive""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",2000,4000,Shah Alam,Selangor
115915,3986130,1600,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Admin Executive""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",1800,2400,KLCC,Kuala Lumpur
115916,1415643,2300,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Administrative Executive""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",1800,2400,KLCC,Kuala Lumpur
115916,3367023,1800,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Administrative Executive""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",1800,2400,KLCC,Kuala Lumpur
115917,3890117,2200,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Finance Admin Executive""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",1800,2400,KLCC,Kuala Lumpur
115922,3496745,2500,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""M&E Technician""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",1500,2500,Kepong,Kuala Lumpur
115931,3984179,1700,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Van Driver ""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""Pemandu Van""}]",2000,2300,Petaling Jaya,Selangor
115961,4041626,2600,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Children Enrichment Program Teacher""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",2500,3500,Johor Bahru,Johor
115962,3818819,3000,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Lorry Driver""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""Pemandu Lori""}]",1200,5000,Petaling Jaya,Selangor
115985,27037,3000,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Assistant Supervisor""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",1800,3000,Kuala Lumpur,Kuala Lumpur
116025,3480516,4000,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Team Leader Customer Service (Mandarin/Cantonese Speaker)""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",6000,7500,Chan Sow Lin,Kuala Lumpur
116180,3999658,2500,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""客户服务专员""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Customer Service Executive""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",3500,4000,Kuala Lumpur,Kuala Lumpur
116180,3155714,4000,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""客户服务专员""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Customer Service Executive""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",3500,4000,Kuala Lumpur,Kuala Lumpur
116212,4008916,700,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Internship for Electrical or Electronic""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",600,1200,Petaling Jaya,Selangor
116284,4006170,2600,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Account Executive""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",2500,4000,Shah Alam,Selangor
116284,4006170,2600,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Account Executive""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",2500,4000,Pelabuhan Klang,Selangor
116300,3984179,1700,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Personal Driver""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""Pemandu Peribadi""}]",1800,2200,Klang,Selangor
116302,4037676,3000,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Private Driver""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",1800,2200,Klang,Selangor
116308,3480516,4000,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Social Media Live Sales ""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",1800,3500,Cheras,Kuala Lumpur
116363,3984179,1700,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Van Driver""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""Pemandu Van""}]",1700,2000,Puchong,Selangor
116369,2550112,1500,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""空调和电气, 安装维修技术员""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Installation cum Maintenance Technicians""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""Juruteknik Pemasang dan Penyelenggara Penghawa Dingin Dan Elektrik""}]",1100,2000,Taman Gembira,Kuala Lumpur
116374,3406374,3000,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Sales Support Executive""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",2500,3500,Bangsar South,Kuala Lumpur
116374,3406374,3000,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Sales Support Executive""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",2500,3500,Shah Alam,Selangor
116402,3956874,1200,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Claims Executive""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",2500,5000,Mont Kiara,Kuala Lumpur
116402,3986130,1600,"[{""id"":1,""title"":""Chinese"",""prefix"":""zh"",""value"":""""},{""id"":2,""title"":""English"",""prefix"":""en"",""value"":""Claims Executive""},{""id"":4,""title"":""Bahasa Malaysia"",""prefix"":""ms"",""value"":""""}]",2500,5000,Mont Kiara,Kuala Lumpur
